asset_number,asset_name,category_name,location_name,serial_number,quantity,acquisition_cost,accumulated_depreciation,net_book_value,useful_life_months,remaining_life_months,residual_value,acquisition_date,depreciation_start_date,assumption_note
OPEN-FA-2024-0031,Charge Controller,Power Equipment,Kubwa BTS,5.01060048241107e+16,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0032,Inverter Battery,Power Equipment,Kubwa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0033,Solar Panels,Power Equipment,Kubwa BTS,,8,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0034,Inverter,Power Equipment,B.O.I BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0035,Charge Controller,Power Equipment,B.O.I BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0036,Inverter Battery,Power Equipment,B.O.I BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0037,Solar Panels,Power Equipment,B.O.I BTS,,6,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0038,Inverter,Power Equipment,Maitama BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0039,Charge Controller,Power Equipment,Maitama BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0040,Inverter Battery,Power Equipment,Maitama BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0041,Solar Panels,Power Equipment,Maitama BTS,,6,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0042,Inverter,Power Equipment,Armed Forces BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0043,Inverter Battery,Power Equipment,Armed Forces BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0044,Inverter,Power Equipment,SPDC BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0045,Inverter Battery,Power Equipment,SPDC BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0046,Inverter,Power Equipment,Karu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0047,Inverter Battery,Power Equipment,Karu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0048,Solar Panels,Power Equipment,Karu BTS,,8,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0049,Garki Core Router.,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0050,Fastnet Router,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0051,Garki Access Router,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0052,Agg. Switch.,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0053,Cloud Core Router,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0054,GPON 1,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0055,GPON 2,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0056,GPON 3,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0057,GARKI OLT DEVICE,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0058,Patch panel 1,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0059,Patch panel 2,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0060,Patch panel 3,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0061,Patch panel 4,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0062,Patch panel 5,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0063,Server 1,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0064,Server 2,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0065,UTM mACRO 250,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0066,Monitor.,Other Fixed Asset,Head Office.,3CQ81704W9,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0067,Network Router,ICT Equipment,Head Office.,221A2E1000348,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0068,Network Router,ICT Equipment,Head Office.,48575443ABEF7BDC,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0069,Network Router,ICT Equipment,Head Office.,220C523007119,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0070,Cloud Core Switch,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0071,OLT Device,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0072,Fibre Patch Panel,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0073,GPON,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0074,Cloud Core Router,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0075,Cloud Core Switch,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0076,OLT Device,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0077,Fibre Patch Panel,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0078,GPON,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0079,Cloud Core Router,ICT Equipment,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0080,Cloud Core Switch,ICT Equipment,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0081,Fibre patch Panel,ICT Equipment,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0082,Cloud Core Router,ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0083,Cloud Core Switch,ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0084,Fibre Patch Panel,ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0085,OLT Device,ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0086,Cloud Core Router,ICT Equipment,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0087,Cloud Core Switch,ICT Equipment,Kubwa BTS,D7610EE2A12C/113/r2,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0088,Cloud Core Switch,ICT Equipment,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0089,Cloud Core Router,ICT Equipment,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0090,Fibre Patch Panel,ICT Equipment,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0091,Cloud Core Switch,ICT Equipment,Armed Forces Radio BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0092,Cloud Core Router,ICT Equipment,Armed Forces Radio BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0093,Fibre Patch Panel,ICT Equipment,Armed Forces Radio BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0094,Cloud Core Switch,ICT Equipment,Karu BTS,2146V784558E2626D,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0095,Cloud Router Switch,ICT Equipment,lokogoma BTS,CCR2004-1G-12S+2XS,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0096,9U Rack,Other Fixed Asset,lokogoma BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0097,Multi-Power Tubula Battery,Power Equipment,lokogoma BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0098,Intex Inverter,Power Equipment,lokogoma BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0099,4Way Battery Rack,Power Equipment,lokogoma BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0100,Standing Fan,Other Fixed Asset,lokogoma BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0101,Petrol Generator,Power Equipment,lokogoma BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0102,Extension box,Other Fixed Asset,lokogoma BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0103,EagleSwitch24 250w,ICT Equipment,Eagle Fm BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0104,Cloud Core Router,ICT Equipment,Eagle Fm BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0105,Green Capital Tubular Battery,Power Equipment,Eagle Fm BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0106,Index Inverter,Power Equipment,Eagle Fm BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0107,4Way Battery Rack,Power Equipment,Eagle Fm BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0108,Extension box,Other Fixed Asset,Eagle Fm BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0109,Tp-link 3poll Router,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0110,Cloud Core Router,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0111,Cloud Router Switch,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0112,4 Gen2 Ap active,Other Fixed Asset,Lugbe Bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0113,2 Air fiber,Other Fixed Asset,Lugbe Bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0114,Rugged M5 Antenna non active,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0115,4lite Ap,Other Fixed Asset,Lugbe Bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0116,Aviation light,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0117,Mast,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0118,3 Gurd Wire,Other Fixed Asset,Lugbe Bts,,3,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0119,Fiber Patch Panel,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0120,POE Adapter,Other Fixed Asset,Lugbe Bts,,3,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0121,Solar Panel,Power Equipment,Lugbe Bts,,2,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0122,Growatt Inverter,Power Equipment,Lugbe Bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0123,Petrol Generator,Power Equipment,Lugbe Bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0124,Green Capital Tubular Battery,Power Equipment,Lugbe Bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0125,Standing Fan,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0126,Full Length of installation pipe,Other Fixed Asset,Lugbe Bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0127,Half Length of Installation pipe,Other Fixed Asset,Lugbe Bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0128,Air Conditioner,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0129,Chairs,Furniture & Fittings,Lugbe Bts,,3,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0130,Tables,Furniture & Fittings,Lugbe Bts,,2,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0131,Computer System,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0132,Key Board,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0133,Mouse,ICT Equipment,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0134,Extension box,Other Fixed Asset,Lugbe Bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
